LDA_Component_1;LDA_Component_2;type;id_code
26.892.762.616.867.500;-0.6315071353301842;Normal;d81c3856082a_preprocessed.png
5.154.288.518.982.200;-0.5373155060164956;Severe;d8312c5b5217_preprocessed.png
26.892.762.616.863.100;-0.6315071353299683;Normal;d8468d108c02_preprocessed.png
2.689.276.261.686.410;-0.6315071353301072;Normal;d87e5a77a830_preprocessed.png
-3.592.133.226.877.970;-1.860.269.191.448.540;Moderate;d8ebfa3568ac_preprocessed.png
-35.985.199.657.329.200;17.361.260.465.018.400;Mild;d8f6c660bf2d_preprocessed.png
0.5466969186729564;-2.971.546.192.840.960;Proliferative;d91d32018e74_preprocessed.png
5.154.288.518.982.810;-0.5373155060165558;Severe;d995728f0e26_preprocessed.png
26.892.762.616.866.500;-0.6315071353301325;Normal;d99a7151297d_preprocessed.png
-9.873.542.715.442.900;-30.890.312.475.672.300;Moderate;d9b846ab7972_preprocessed.png
2.689.276.261.686.400;-0.6315071353300303;Normal;d9c9e94df371_preprocessed.png
2.689.276.261.686.470;-0.63150713533014;Normal;da4e9278ccfe_preprocessed.png
26.892.762.616.859.500;-0.6315071353300135;Normal;da58ea1e0407_preprocessed.png
-987.354.271.544.213;-30.890.312.475.672.600;Moderate;da68a7779f0d_preprocessed.png
2.689.276.261.686.870;-0.6315071353301569;Normal;da763f0c1a0f_preprocessed.png
26.892.762.616.863;-0.6315071353301227;Normal;da807f93050c_preprocessed.png
-35.985.199.657.328.900;1.736.126.046.501.830;Mild;da91be7eeb4f_preprocessed.png
26.892.762.616.861.200;-0.6315071353300998;Normal;daa2d1d05f49_preprocessed.png
-9.873.542.715.442.590;-30.890.312.475.673.100;Moderate;dabe64a3b18b_preprocessed.png
26.892.762.616.855.400;-0.6315071353300432;Normal;dadc953e79e2_preprocessed.png
2.689.276.261.686.520;-0.6315071353302728;Normal;daeec7b8e982_preprocessed.png
26.892.762.616.864.600;-0.6315071353300983;Normal;dafade8b6561_preprocessed.png
39.217.823.903.346.900;-0.58441132067334;Severe;db169abd047e_preprocessed.png
26.892.762.616.867.700;-0.631507135330116;Normal;db5d26026ed9_preprocessed.png
-3.598.519.965.732.970;1.736.126.046.501.830;Mild;db682fa7f5b6_preprocessed.png
26.892.762.616.868.000;-0.6315071353299477;Normal;db6d64fc74e9_preprocessed.png
2.689.276.261.686.230;-0.6315071353300392;Normal;db91aeb2193e_preprocessed.png
26.892.762.616.865.300;-0.6315071353301542;Normal;dbcbc3467e56_preprocessed.png
2.689.276.261.686.730;-0.6315071353301915;Normal;dbd772828089_preprocessed.png
-987.354.271.544.268;-308.903.124.756.729;Moderate;dbf67b9638cd_preprocessed.png
-35.985.199.657.331.100;17.361.260.465.018.300;Mild;dc425ae63cf4_preprocessed.png
-9.873.542.715.442.760;-3.089.031.247.567.240;Moderate;dc6649bd0e07_preprocessed.png
-987.354.271.544.213;-30.890.312.475.675.000;Moderate;dc7b66c705d7_preprocessed.png
2.689.276.261.686.410;-0.6315071353300823;Normal;dcc69ebb6b75_preprocessed.png
51.542.885.189.828.900;-0.5373155060164949;Severe;dcee11470733_preprocessed.png
2.689.276.261.686.570;-0.6315071353300019;Normal;dd525bbb2ca3_preprocessed.png
-3.598.519.965.732.960;17.361.260.465.018.600;Mild;dd583f42cbd0_preprocessed.png
-9.873.542.715.442.590;-30.890.312.475.671.500;Moderate;dd7c7113b438_preprocessed.png
2.689.276.261.686.480;-0.6315071353300409;Normal;dd8aa5d8cc3e_preprocessed.png
26.892.762.616.863.300;-0.6315071353300206;Normal;dd9c3583fd50_preprocessed.png
-9.873.542.715.442.670;-308.903.124.756.744;Moderate;ddc65711db04_preprocessed.png
2.689.276.261.686.200;-0.6315071353299437;Normal;dde91361002c_preprocessed.png
26.892.762.616.864.200;-0.6315071353300483;Normal;de202d6ca406_preprocessed.png
26.892.762.616.865.300;-0.6315071353303909;Normal;de2bfc6ae8dc_preprocessed.png
51.542.885.189.829.100;-0.5373155060164043;Severe;de3afa3ddd6e_preprocessed.png
26.892.762.616.859.800;-0.631507135329952;Normal;de491c9a3896_preprocessed.png
-987.354.271.544.228;-30.890.312.475.671.500;Moderate;de8ce19274f7_preprocessed.png
26.892.762.616.863.100;-0.6315071353302144;Normal;deb6f3d6f1c6_preprocessed.png
26.892.762.616.862.800;-0.6315071353301978;Normal;df16c3ac7046_preprocessed.png
26.892.762.616.862.800;-0.6315071353299766;Normal;df1aa0e4fdc0_preprocessed.png
2.689.276.261.686.430;-0.6315071353299335;Normal;df9fb7e570cd_preprocessed.png
-35.985.199.657.329.400;1.736.126.046.501.820;Mild;dfcde9f583c0_preprocessed.png
268.927.626.168.657;-0.6315071353300112;Normal;dff147e8c2f9_preprocessed.png
26.892.762.616.864.000;-0.6315071353300685;Normal;dff51d618ebd_preprocessed.png
-3.598.519.965.732.890;1.736.126.046.501.820;Mild;dfff4dd8e2a3_preprocessed.png
268.927.626.168.616;-0.6315071353303132;Normal;e002ce3cfe09_preprocessed.png
2.689.276.261.686.010;-0.6315071353297022;Normal;e03bb55dd03c_preprocessed.png
2.689.276.261.687.060;-0.6315071353302557;Normal;e04b4316c2a1_preprocessed.png
-6.736.031.340.587.770;7.136.114.608.725.410;Mild;e051148841ce_preprocessed.png
26.892.762.616.865.900;-0.6315071353301773;Normal;e076c2fc95fe_preprocessed.png
2.689.276.261.686.570;-0.6315071353298684;Normal;e0bb4081ebec_preprocessed.png
-35.985.199.657.330.500;17.361.260.465.018.200;Mild;e0ccaed5f4fc_preprocessed.png
26.892.762.616.861.400;-0.6315071353300548;Normal;e0d46318b156_preprocessed.png
-9.873.542.715.442.410;-3.089.031.247.567.120;Moderate;e12714617669_preprocessed.png
-35.985.199.657.330.000;1.736.126.046.501.850;Mild;e177610cf7a1_preprocessed.png
-3.598.519.965.733.220;1.736.126.046.501.830;Mild;e1a9cafeb308_preprocessed.png
-9.873.542.715.442.030;-3.089.031.247.567.510;Moderate;e1abc348d5bc_preprocessed.png
5.154.288.518.982.640;-0.5373155060163382;Severe;e229725ddccd_preprocessed.png
26.892.762.616.864.700;-0.6315071353298527;Normal;e2300fd74ccc_preprocessed.png
26.892.762.616.865.100;-0.6315071353299264;Normal;e23d7cd089fa_preprocessed.png
-9.873.542.715.442.570;-308.903.124.756.725;Moderate;e26bf4a0165f_preprocessed.png
5.154.288.518.982.710;-0.5373155060165311;Severe;e29765ebf3bc_preprocessed.png
26.892.762.616.863.100;-0.631507135330163;Normal;e2ae80422b9e_preprocessed.png
-9.873.542.715.442.900;-30.890.312.475.672.200;Moderate;e2d902dccbac_preprocessed.png
2.689.276.261.686.650;-0.6315071353299957;Normal;e2fdc91493f4_preprocessed.png
26.892.762.616.867.800;-0.6315071353302057;Normal;e31794f248df_preprocessed.png
2.689.276.261.686.240;-0.6315071353300079;Normal;e319bce1d9ad_preprocessed.png
26.892.762.616.864.300;-0.631507135329894;Normal;e3e124e05aef_preprocessed.png
0.5466969186754942;-29.715.461.928.416.200;Proliferative;e3eaf3d12ad4_preprocessed.png
-9.873.542.715.442.490;-3.089.031.247.567.150;Moderate;e44c5eb9cbf3_preprocessed.png
16.179.865.901.799.900;-1.801.526.664.085.550;Proliferative;e44c7c93e116_preprocessed.png
0.5466969186731134;-2.971.546.192.841.250;Proliferative;e46a71fcb54b_preprocessed.png
0.5466969186732565;-2.971.546.192.841.040;Proliferative;e48caeb90d74_preprocessed.png
2.689.276.261.686.580;-0.6315071353299326;Normal;e4c510a40d9c_preprocessed.png
-9.873.542.715.442.300;-3.089.031.247.567.420;Moderate;e4c643b8c321_preprocessed.png
51.542.885.189.828.700;-0.5373155060164265;Severe;e4e847470e49_preprocessed.png
0.5466969186733387;-29.715.461.928.409.900;Proliferative;e4ea1673d8f8_preprocessed.png
26.892.762.616.866.100;-0.631507135330049;Normal;e4fb9b17a8e6_preprocessed.png
-3.598.519.965.732.890;173.612.604.650.183;Mild;e506ac43ed7d_preprocessed.png
26.892.762.616.866.000;-0.6315071353301143;Normal;e51a5a7cb0c4_preprocessed.png
5.154.288.518.982.650;-0.5373155060166712;Severe;e5687116e274_preprocessed.png
-3.598.519.965.732.840;17.361.260.465.018.400;Mild;e57ddcade9b2_preprocessed.png
-9.873.542.715.442.290;-3.089.031.247.567.160;Moderate;e5987d9e2a11_preprocessed.png
2.689.276.261.686.800;-0.6315071353299109;Normal;e59c5a52ab4c_preprocessed.png
26.892.762.616.867.500;-0.6315071353300197;Normal;e5ace8dc0bad_preprocessed.png
26.892.762.616.863.400;-0.6315071353302545;Normal;e5bab5038b26_preprocessed.png
26.892.762.616.862.900;-0.6315071353299339;Normal;e62ae9cc6f9d_preprocessed.png
-9.873.542.715.442.540;-308.903.124.756.742;Moderate;e6419843845a_preprocessed.png
2.689.276.261.686.490;-0.6315071353300645;Normal;e675ee5cfabe_preprocessed.png
-3.598.519.965.733.170;17.361.260.465.018.300;Mild;e6834d55bf6b_preprocessed.png
2.689.276.261.686.930;-0.6315071353300926;Normal;e70756bf1618_preprocessed.png
-35.985.199.657.328.800;17.361.260.465.018.100;Mild;e7081f15bdbc_preprocessed.png
-9.873.542.715.442.640;-3.089.031.247.567.200;Moderate;e73737111c4e_preprocessed.png
2.689.276.261.686.690;-0.6315071353300703;Normal;e74f1fdebdd6_preprocessed.png
-9.873.542.715.442.990;-30.890.312.475.672.400;Moderate;e752f13c725c_preprocessed.png
26.892.762.616.862.300;-0.6315071353301001;Normal;e754bdc1061b_preprocessed.png
-9.873.542.715.442.450;-3.089.031.247.567.270;Moderate;e7557ee92477_preprocessed.png
26.892.762.616.865.200;-0.6315071353301058;Normal;e7655ce118ad_preprocessed.png
-987.354.271.544.226;-308.903.124.756.742;Moderate;e7a9e0ecdd65_preprocessed.png
5.154.288.518.982.950;-0.5373155060165362;Severe;e7c6e71e699a_preprocessed.png
-9.873.542.715.442.610;-3.089.031.247.567.310;Moderate;e7f566b79edd_preprocessed.png
2.689.276.261.686.340;-0.6315071353301834;Normal;e87155449e8c_preprocessed.png
26.892.762.616.861.900;-0.6315071353302208;Normal;e87e6e5db799_preprocessed.png
-9.873.542.715.442.790;-30.890.312.475.672.100;Moderate;e8c65c471b92_preprocessed.png
-98.735.427.154.425;-30.890.312.475.673.300;Moderate;e8d83190b171_preprocessed.png
0.5466969186731689;-297.154.619.284.112;Proliferative;e8deb6e2de83_preprocessed.png
26.892.762.616.869.100;-0.6315071353300934;Normal;e8efde11fae0_preprocessed.png
-987.354.271.544.204;-308.903.124.756.741;Moderate;e8fd593892f7_preprocessed.png
2.689.276.261.686.780;-0.6315071353300654;Normal;e9602a2d3044_preprocessed.png
0.5466969186728852;-29.715.461.928.409.500;Proliferative;e97517f83449_preprocessed.png
-9.873.542.715.442.250;-3.089.031.247.567.350;Moderate;e976cf76fe42_preprocessed.png
26.892.762.616.868.600;-0.6315071353301626;Normal;e982c6b5b726_preprocessed.png
0.5466969186732816;-2.971.546.192.841.120;Proliferative;e999c64033df_preprocessed.png
26.892.762.616.861.000;-0.6315071353300872;Normal;e99e5a0b8755_preprocessed.png
2.689.276.261.686.470;-0.6315071353304491;Normal;ea35436c0b08_preprocessed.png
5.154.288.518.982.970;-0.5373155060165538;Severe;ea4a8d1b2358_preprocessed.png
26.892.762.616.863.900;-0.6315071353301653;Normal;ea58b230f540_preprocessed.png
26.892.762.616.862.600;-0.6315071353302755;Normal;ea6742795adc_preprocessed.png
0.5466969186729815;-2.971.546.192.840.930;Proliferative;ea746a0d54ac_preprocessed.png
0.5466969186725823;-29.715.461.928.407.100;Proliferative;ea8e9a3144e0_preprocessed.png
26.892.762.616.862.900;-0.6315071353300188;Normal;eaa11b9fd165_preprocessed.png
0.5466969186733226;-29.715.461.928.411.300;Proliferative;eab2934c55e1_preprocessed.png
-9.873.542.715.442.220;-30.890.312.475.672.600;Moderate;ead743033ad9_preprocessed.png
26.892.762.616.861.200;-0.6315071353299548;Normal;eb2ca71ecf29_preprocessed.png
-35.985.199.657.328.100;173.612.604.650.183;Mild;eb470f336ee2_preprocessed.png
26.892.762.616.865.100;-0.6315071353300077;Normal;eb56559c9a8c_preprocessed.png
-9.873.542.715.442.340;-30.890.312.475.674.300;Moderate;eba177d4e30e_preprocessed.png
26.892.762.616.862.200;-0.6315071353299572;Normal;ebb40c984d56_preprocessed.png
2.689.276.261.686.760;-0.6315071353300734;Normal;ebb70180b81a_preprocessed.png
-9.873.542.715.442.440;-30.890.312.475.672.200;Moderate;ec1ec61a3354_preprocessed.png
26.892.762.616.867.800;-0.6315071353300157;Normal;ec248c3ecd10_preprocessed.png
-9.873.542.715.442.090;-30.890.312.475.666.700;Moderate;ec353d42359d_preprocessed.png
26.892.762.616.867.200;-0.6315071353298283;Normal;ec4309136788_preprocessed.png
26.892.762.616.865.000;-0.6315071353299615;Normal;ec5b8792b1a2_preprocessed.png
-9.873.542.715.442.440;-30.890.312.475.672.200;Moderate;ec71f67e2cd1_preprocessed.png
-0.4546218520232337;83.648.766.648.441;Mild;ec727873cdb7_preprocessed.png
-35.985.199.657.328.400;1.736.126.046.501.840;Mild;ec8f3ec97245_preprocessed.png
0.546696918672863;-29.715.461.928.409.600;Proliferative;ed0ccec62a3a_preprocessed.png
2.689.276.261.686.750;-0.6315071353300032;Normal;ed59b7d44223_preprocessed.png
26.892.762.616.865.800;-0.6315071353299664;Normal;edae318f4942_preprocessed.png
0.5466969186730568;-29.715.461.928.408.200;Proliferative;edca22bdbeeb_preprocessed.png
2.689.276.261.685.960;-0.6315071353300361;Normal;edd6984490a2_preprocessed.png
2.689.276.261.686.170;-0.6315071353300183;Normal;edd7e3e814e8_preprocessed.png
0.5466969186729979;-29.715.461.928.409.300;Proliferative;ede39fdf8477_preprocessed.png
-9.873.542.715.442.290;-3.089.031.247.567.410;Moderate;edeccdfdfdf9_preprocessed.png
2.689.276.261.686.670;-0.6315071353302351;Normal;ee506d853270_preprocessed.png
-987.354.271.544.223;-3.089.031.247.567.360;Moderate;ee544d980b5e_preprocessed.png
26.892.762.616.863.800;-0.6315071353301618;Normal;ee6e56f02740_preprocessed.png
2.689.276.261.686.700;-0.6315071353301751;Normal;ee76112096cf_preprocessed.png
26.892.762.616.865.800;-0.6315071353300841;Normal;ee969c006782_preprocessed.png
-9.873.542.715.442.570;-3.089.031.247.567.350;Moderate;ee98121d0c5a_preprocessed.png
-9.873.542.715.442.600;-30.890.312.475.670.200;Moderate;ee9d64c9be0a_preprocessed.png
-35.985.199.657.331.300;17.361.260.465.018.100;Mild;eea7f3cdc9dd_preprocessed.png
-9.873.542.715.442.130;-30.890.312.475.669.600;Moderate;eee06cf50cff_preprocessed.png
-9.873.542.715.442.710;-3.089.031.247.567.380;Moderate;ef10428bec8e_preprocessed.png
-35.985.199.657.333.900;17.361.260.465.018.400;Mild;ef1548136b3f_preprocessed.png
26.892.762.616.863.100;-0.6315071353301374;Normal;ef36cbd84301_preprocessed.png
-987.354.271.544.274;-3.089.031.247.567.280;Moderate;ef39106db910_preprocessed.png
-9.873.542.715.442.620;-3.089.031.247.567.130;Moderate;ef44b0f4d553_preprocessed.png
5.154.288.518.982.940;-0.537315506016617;Severe;ef49726b8df9_preprocessed.png
26.892.762.616.863.800;-0.6315071353301729;Normal;ef4c7035ce6e_preprocessed.png
-9.873.542.715.442.290;-3.089.031.247.567.450;Moderate;ef514c87f4ec_preprocessed.png
-9.873.542.715.442.510;-30.890.312.475.672.800;Moderate;ef5f4ffdd75c_preprocessed.png
-3.598.519.965.732.780;17.361.260.465.018.400;Mild;ef8c405f0c7b_preprocessed.png
0.5466969186731077;-29.715.461.928.410.500;Proliferative;f04b0e450206_preprocessed.png
268.927.626.168.621;-0.6315071353300319;Normal;f059ab26d40a_preprocessed.png
-9.873.542.715.442.690;-30.890.312.475.674.700;Moderate;f07ca35b523b_preprocessed.png
2.689.276.261.685.950;-0.6315071353300996;Normal;f0848f9ccf92_preprocessed.png
-9.873.542.715.442.350;-30.890.312.475.671.900;Moderate;f08c01a8a480_preprocessed.png
39.217.823.903.344.300;-0.5844113206732983;Severe;f092448b6617_preprocessed.png
-9.873.542.715.442.270;-30.890.312.475.673.800;Moderate;f0a4b6713914_preprocessed.png
26.892.762.616.867.400;-0.6315071353300659;Normal;f0d3048b5a3f_preprocessed.png
2.689.276.261.686.580;-0.6315071353299908;Normal;f0e6fd9a71d8_preprocessed.png
-0.4546218520230577;8.364.876.664.844.140;Mild;f0fe049d478b_preprocessed.png
16.179.865.901.797.600;-18.015.266.640.854.900;Proliferative;f10e7a05264b_preprocessed.png
26.892.762.616.866.700;-0.6315071353302639;Normal;f1178112a435_preprocessed.png
-9.873.542.715.442.930;-30.890.312.475.671.900;Moderate;f1416b6ac0f0_preprocessed.png
2.689.276.261.685.890;-0.6315071353299762;Normal;f1541578ba01_preprocessed.png
5.154.288.518.983.040;-0.5373155060166348;Severe;f15d74f144a9_preprocessed.png
-9.873.542.715.442.600;-30.890.312.475.673.700;Moderate;f167245c0bdf_preprocessed.png
26.892.762.616.862.400;-0.6315071353300319;Normal;f1fe9471fc83_preprocessed.png
-9.873.542.715.442.570;-3.089.031.247.567.290;Moderate;f218a44247b1_preprocessed.png
26.892.762.616.862.500;-0.6315071353300946;Normal;f2320b9e1197_preprocessed.png
-9.873.542.715.442.460;-3.089.031.247.567.040;Moderate;f237bd2d4189_preprocessed.png
-9.873.542.715.442.540;-30.890.312.475.673.100;Moderate;f3135d8ed877_preprocessed.png
26.892.762.616.861.600;-0.6315071353302137;Normal;f320b5f7f5b5_preprocessed.png
-35.985.199.657.332.900;17.361.260.465.018.400;Mild;f32613d8dd7f_preprocessed.png
26.892.762.616.862;-0.6315071353300121;Normal;f32bdf2a84ec_preprocessed.png
2.689.276.261.686.310;-0.6315071353303319;Normal;f32e563daf7b_preprocessed.png
26.892.762.616.863.800;-0.6315071353301209;Normal;f360627bb76b_preprocessed.png
-9.873.542.715.442.580;-30.890.312.475.674.400;Moderate;f36969f69b4f_preprocessed.png
515.428.851.898.276;-0.537315506016603;Severe;f39ce81e62e4_preprocessed.png
0.5466969186730375;-29.715.461.928.409.900;Proliferative;f3a6c7df5fdc_preprocessed.png
2.689.276.261.686.530;-0.6315071353300588;Normal;f3bebccd8f01_preprocessed.png
26.892.762.616.865.700;-0.63150713533014;Normal;f3bf83a0e378_preprocessed.png
-35.985.199.657.328.600;1.736.126.046.501.830;Mild;f3d95fad170c_preprocessed.png
2.689.276.261.686.330;-0.6315071353298412;Normal;f3daf369a103_preprocessed.png
26.892.762.616.864.400;-0.6315071353301978;Normal;f3e5159e0b2d_preprocessed.png
2.689.276.261.686.650;-0.6315071353301382;Normal;f3f696c65bfd_preprocessed.png
2.689.276.261.686.450;-0.6315071353300126;Normal;f41ef796cc0d_preprocessed.png
26.892.762.616.864.600;-0.6315071353300907;Normal;f443c3d7ab22_preprocessed.png
26.892.762.616.861.600;-0.6315071353302911;Normal;f444cd113883_preprocessed.png
-9.873.542.715.442.860;-3.089.031.247.567.370;Moderate;f44fd938c664_preprocessed.png
-9.873.542.715.442.380;-30.890.312.475.670.900;Moderate;f45ceb654c4d_preprocessed.png
-9.873.542.715.442.750;-30.890.312.475.674.100;Moderate;f47c5fc86387_preprocessed.png
268.927.626.168.603;-0.6315071353300832;Normal;f4a37bac1050_preprocessed.png
268.927.626.168.645;-0.6315071353301045;Normal;f506b2b3c950_preprocessed.png
268.927.626.168.655;-0.6315071353300312;Normal;f524093e34ea_preprocessed.png
2.689.276.261.686.700;-0.6315071353300343;Normal;f526c7a16749_preprocessed.png
-35.921.332.268.777.100;-18.602.691.914.486.700;Moderate;f535da2b9102_preprocessed.png
-9.873.542.715.442.740;-3.089.031.247.567.330;Moderate;f543269b7905_preprocessed.png
-987.354.271.544.234;-3.089.031.247.567.550;Moderate;f54b2ebf7f43_preprocessed.png
26.892.762.616.861.000;-0.6315071353302365;Normal;f576e224de55_preprocessed.png
-98.735.427.154.427;-3.089.031.247.567.310;Moderate;f5aa838e2ffc_preprocessed.png
3.921.782.390.334.600;-0.5844113206733746;Severe;f5b4f7bc69e7_preprocessed.png
268.927.626.168.616;-0.6315071353299877;Normal;f5ebdedbba98_preprocessed.png
-9.873.542.715.442.750;-30.890.312.475.671.800;Moderate;f636fc9e4355_preprocessed.png
-9.873.542.715.442.630;-3.089.031.247.567.190;Moderate;f6578f3dfafe_preprocessed.png
2.689.276.261.686.260;-0.6315071353302679;Normal;f68ada6a0892_preprocessed.png
-9.873.542.715.442.380;-3.089.031.247.567.230;Moderate;f6a79dbb4339_preprocessed.png
-9.873.542.715.441.980;-3.089.031.247.567.350;Moderate;f6a9c937e6d6_preprocessed.png
2.689.276.261.686.530;-0.6315071353300827;Normal;f7113d580492_preprocessed.png
26.892.762.616.866.800;-0.6315071353300874;Normal;f72a18c76408_preprocessed.png
5.154.288.518.982.780;-0.5373155060165087;Severe;f73e8ec73179_preprocessed.png
2.689.276.261.686.220;-0.6315071353298327;Normal;f756b1c4c52b_preprocessed.png
26.892.762.616.865.300;-0.6315071353300044;Normal;f75b65c8cc4c_preprocessed.png
26.892.762.616.863.300;-0.6315071353299566;Normal;f785337edf07_preprocessed.png
-9.873.542.715.442.450;-3.089.031.247.567.280;Moderate;f7b4b4cf9161_preprocessed.png
51.542.885.189.826.500;-0.5373155060164829;Severe;f7b5f3581d20_preprocessed.png
-987.354.271.544.263;-30.890.312.475.671.800;Moderate;f7cb2e6212b2_preprocessed.png
26.892.762.616.864.900;-0.6315071353301678;Normal;f7dd2700a3d5_preprocessed.png
26.892.762.616.860.300;-0.6315071353300814;Normal;f7de9615aea3_preprocessed.png
-9.873.542.715.442.550;-30.890.312.475.675.400;Moderate;f7f026a5a4bb_preprocessed.png
-9.873.542.715.442.420;-30.890.312.475.672.100;Moderate;f7f8dd6cd6bd_preprocessed.png
26.892.762.616.861.600;-0.631507135330097;Normal;f85bf43b7e05_preprocessed.png
-9.873.542.715.442.200;-30.890.312.475.672.300;Moderate;f893813ed0d4_preprocessed.png
-3.598.519.965.732.590;17.361.260.465.018.300;Mild;f898d3e8ed90_preprocessed.png
26.892.762.616.862.900;-0.6315071353301138;Normal;f8aa9af6ca63_preprocessed.png
-9.873.542.715.442.550;-3.089.031.247.567.620;Moderate;f8b184ad0701_preprocessed.png
26.892.762.616.863.100;-0.6315071353299766;Normal;f8b9c9f5235f_preprocessed.png
26.892.762.616.864.600;-0.6315071353301995;Normal;f8f530fa573e_preprocessed.png
-9.873.542.715.442.920;-30.890.312.475.672.800;Moderate;f9642cf6a5bb_preprocessed.png
2.689.276.261.686.270;-0.6315071353300397;Normal;f96f06803471_preprocessed.png
2.689.276.261.686.400;-0.6315071353300001;Normal;f96fecb16957_preprocessed.png
-9.873.542.715.442.410;-3.089.031.247.567.090;Moderate;f99a9ad63dda_preprocessed.png
26.892.762.616.866.600;-0.6315071353299344;Normal;f9e7f614c91d_preprocessed.png
-9.873.542.715.442.880;-30.890.312.475.673.200;Moderate;f9f1cd9ed16c_preprocessed.png
26.892.762.616.863.900;-0.6315071353300297;Normal;f9f3d97f3269_preprocessed.png
2.689.276.261.686.450;-0.6315071353302515;Normal;fa007743976a_preprocessed.png
0.5466969186731323;-2.971.546.192.840.720;Proliferative;fa09c97a2887_preprocessed.png
26.892.762.616.865.600;-0.631507135330152;Normal;fa7a97f4de76_preprocessed.png
-9.873.542.715.442.480;-308.903.124.756.723;Moderate;fa8b04533b99_preprocessed.png
-9.873.542.715.442.850;-30.890.312.475.673.100;Moderate;fa98490bc13c_preprocessed.png
26.892.762.616.860.000;-0.6315071353300733;Normal;fa988ad2271e_preprocessed.png
-9.873.542.715.442.740;-30.890.312.475.671.300;Moderate;fab7d8e8a1fa_preprocessed.png
2.689.276.261.686.520;-0.6315071353299166;Normal;fac5beea82bd_preprocessed.png
268.927.626.168.606;-0.6315071353302404;Normal;fb2d29623cfc_preprocessed.png
2.689.276.261.686.700;-0.6315071353302337;Normal;fb5b3c8d9cbb_preprocessed.png
-9.873.542.715.442.460;-30.890.312.475.673.200;Moderate;fb75ed010413_preprocessed.png
-9.873.542.715.442.340;-3.089.031.247.567.160;Moderate;fbb5cb3a2222_preprocessed.png
-9.873.542.715.442.850;-30.890.312.475.671.500;Moderate;fbc502a64901_preprocessed.png
0.5466969186734276;-2.971.546.192.841.130;Proliferative;fbc8b60526f1_preprocessed.png
-9.873.542.715.442.830;-3.089.031.247.567.350;Moderate;fbcd28a51ef7_preprocessed.png
26.892.762.616.864.100;-0.6315071353300308;Normal;fbe36fdd76be_preprocessed.png
26.892.762.616.864.000;-0.6315071353303576;Normal;fc3935afc788_preprocessed.png
2.689.276.261.686.550;-0.6315071353303312;Normal;fc44a4ffaa45_preprocessed.png
-9.873.542.715.442.320;-3.089.031.247.567.200;Moderate;fc5ea7f74c48_preprocessed.png
-9.873.542.715.442.420;-3.089.031.247.567.300;Moderate;fc66648f758e_preprocessed.png
26.892.762.616.864.600;-0.6315071353301787;Normal;fc67df1e574e_preprocessed.png
26.892.762.616.864.700;-0.6315071353298402;Normal;fc6c9d0efe53_preprocessed.png
2.689.276.261.686.550;-0.6315071353301422;Normal;fc79feb5deed_preprocessed.png
26.892.762.616.863.500;-0.6315071353299424;Normal;fcbc1f4b5342_preprocessed.png
39.217.823.903.345.100;-0.5844113206733403;Severe;fcd166e6e4b5_preprocessed.png
-9.873.542.715.442.320;-30.890.312.475.672.700;Moderate;fcea00df9f33_preprocessed.png
-9.873.542.715.442.700;-30.890.312.475.673.000;Moderate;fd2978398705_preprocessed.png
-3.598.519.965.733.060;17.361.260.465.018.200;Mild;fd2d58c6cd45_preprocessed.png
-987.354.271.544.268;-30.890.312.475.670.800;Moderate;fd4d81b43e84_preprocessed.png
2.689.276.261.686.690;-0.6315071353301032;Normal;fd7cc592106e_preprocessed.png
2.689.276.261.686.450;-0.6315071353300374;Normal;fd8e6b0b2e45_preprocessed.png
-9.873.542.715.442.560;-308.903.124.756.734;Moderate;fda8612fcc8c_preprocessed.png
-35.985.199.657.329.700;17.361.260.465.018.400;Mild;fdde61dd1bde_preprocessed.png
-9.873.542.715.442.570;-30.890.312.475.674.200;Moderate;fde8778182af_preprocessed.png
0.546696918673176;-2.971.546.192.841.080;Proliferative;fe0a340c4477_preprocessed.png
-9.873.542.715.442.460;-3.089.031.247.567.530;Moderate;fe190d618acf_preprocessed.png
268.927.626.168.605;-0.6315071353300654;Normal;fe1d2f703efc_preprocessed.png
-9.873.542.715.442.490;-3.089.031.247.567.260;Moderate;fe5618ad2460_preprocessed.png
0.5466969186735514;-29.715.461.928.408.500;Proliferative;fe57ff56618e_preprocessed.png
0.5466969186732977;-2.971.546.192.841.240;Proliferative;fe84ad1df04b_preprocessed.png
-987.354.271.544.238;-30.890.312.475.674.000;Moderate;fe920e47b72d_preprocessed.png
26.892.762.616.865.500;-0.6315071353300986;Normal;fed9d587f158_preprocessed.png
2.689.276.261.685.620;-0.6315071353298687;Normal;fee5bd042c3b_preprocessed.png
26.892.762.616.865.800;-0.6315071353301156;Normal;fef8e645d030_preprocessed.png
2.689.276.261.686.430;-0.631507135329761;Normal;ff2fd94448de_preprocessed.png
-9.873.542.715.444.890;-30.890.312.475.676.700;Moderate;ff4c945d9b17_preprocessed.png
2.689.276.261.686.470;-0.6315071353301049;Normal;ff64897ac0d8_preprocessed.png
-9.873.542.715.442.440;-30.890.312.475.673.200;Moderate;ffa73465b705_preprocessed.png
-35.985.199.657.335.000;1.736.126.046.501.850;Mild;ffdc2152d455_preprocessed.png
-9.873.542.715.442.810;-30.890.312.475.671.800;Moderate;fa6f3d8bb1d5_preprocessed.png
-9.873.542.715.442.340;-3.089.031.247.567.330;Moderate;fa748b57262b_preprocessed.png
2.689.276.261.686.670;-0.6315071353301426;Normal;fa7fa797c650_preprocessed.png
